id,name,designation,greek,constellation,search,wikistatus,ra1,ra2,ra3,dec1,dec2,dec3,ra,dec,appmag_v,class,mass,radius,text,xrefs,ra_cat,dec_cat,hip,hd,bs,distance,appmag,absmag,spectrum,colourindex
241,MUPHRID,,,Boötis,"Eta Boötis",cache,13,54,41.07892,18,23,51.7946,3.6419988338,0.3211008015,2.68,"G0 IV","1.71 ± 0.05",,"Mature vaudeville star, source of low comedy and high jinks. The ""sad trombone"" sound was invented on its fourth planet.",,13.91142116,18.39858742,67927,121370,,11.3417262107293,2.68,2.40660420396138,G0IV,0.580
242,MURZIM,,,"Canis Majoris","Beta Canis Majoris",cache,6,22,41.98535,-17,57,21.3073,1.6698426965,-0.3133899014,1.98,"B1 II-III","13.5 ± 0.5",,"B-giant with planetary companion bearing biosphere spectral fingerprint LID106AD569 (""hat planet"")",,6.37832983,-17.95591658,30324,44743,,153.139356814701,1.98,-3.94543409362463,B1II/III,-0.240
243,MUSCIDA,,,"Ursae Majoris","Omicron Ursae Majoris",cache,8,30,15.87064,60,43,5.4115,2.2264489418,1.0597319799,3.35,"G4 II–III",3.09,,"Parallel version of MUSCIDA and MUSCIDA (qq.v.) Here, the third mandibular consonant has no voiced form.",243;244,8.50445282,60.71843110,41704,71369,,56.3063063063063,3.35,-0.402785192787088,G4II-III,0.856
244,MUSCIDA,,,"Ursae Majoris","Pi1 Ursae Majoris",cache,8,39,11.7044,65,1,15.2667,2.2264489418,1.0597319799,5.63,G,3.09,,"Parallel version of MUSCIDA and MUSCIDA (qq.v.) Here, the Ovipositor Coup was crushed; males are still chattels.",242;244,,,41704,71369,,56.3063063063063,3.35,-0.402785192787088,G4II-III,0.856
245,MUSCIDA,,,"Ursae Majoris","Pi2 Ursae Majoris",cache,8,40,12.81767,64,19,40.57,2.2264489418,1.0597319799,4.62,K,3.09,,"Parallel version of MUSCIDA and MUSCIDA (qq.v.) Here, a time-traveller to the Mammal Age prevented civilisation.",242;243,,,41704,71369,,56.3063063063063,3.35,-0.402785192787088,G4II-III,0.856
246,MYIA,,,Muscae,"Alpha Muscae",cache,12,37,11.01789,-69,8,8.0332,3.303836853,-1.2066432356,2.69,"B2 IV-V","8.8 ± 0.1",,"Oasis system whose multiple worlds have biomes to suite any traveller. Beware of nearby mirages.",,12.61974547,-69.13553358,61585,109668,,93.7207122774133,2.69,-2.16917790287765,B2IV-V,-0.176
247,NAOS,,,Puppis,"Zeta Puppis",cache,8,3,35.1,-40,0,11.6,2.1100376158,-0.6981879392,2.21,O4If(n)p,22.5,,"O-type giant on the run from its home cluster, an extremely ultraviolet star bound to end as a black hole or worse.",,8.0597417,-40.00318846,39429,66811,,429.184549356223,2.21,-5.9532203948699,O5IAf,-0.269
248,NASHIRA,,,Capricorni,"Gamma Capricorni",cache,21,40,5.4563,-16,39,44.308,5.6727168623,-0.2908121317,3.69,F0p,,,"Famed as the ""Lucky Star"", its planet has survived gas clouds, dragons, strangelets, invasions and terraforming.",,21.66815062,-16.66225343,106985,206088,,42.5894378194208,3.69,0.543490462877884,A7III:mp...,0.320
249,NAVI,,,Cassiopeiae,"Gamma Cassiopeiae",cache,0,56,42.50108,60,43,0.2984,0.247436861,1.0597071909,2.47,"B0.5 IVe","19.3 ± 0.1",,"Fine example of a shell star, this B-subgiant has made its home in an older star's discarded integument.",,0.9451392,60.71674966,4427,5394,,187.96992481203,2.15,-4.22044183852476,B0IV:evar,-0.046
250,NEKKAR,,,Boötis,"Beta Boötis",cache,15,1,56.76238,40,23,26.0406,3.9354820169,0.704948378,3.488,G8IIIa,"3.4 ± 0.2",,"Metal-rich star with blistering fretwork and a tendency to exhibit enormous flares.",,15.03244253,40.39063671,73555,133208,,67.0690811535882,3.49,-0.642611782735027,G8III,0.956
251,NEMBUS,,,Andromedae,"51 Andromedae",cache,1,37,59.56,48,37,41.6,0.427573669,0.8487225872,3.57,K3III,2.3,,"Respectable K-giant, formerly υ Persei, it was rezoned to avoid the stigma of ALGOL and its subsidiaries.",,1.6331951,48.62848641,7607,9927,,53.3049040511727,3.59,-0.0438358297847716,K3III,1.275
252,NIHAL,,,Leporis,"Beta Leporis",cache,5,28,14.72316,-20,45,33.9878,1.432240685,-0.3623205973,2.84,"G5 II","3.5 ± 0.1",,"G-type giant, home to a race of inverse solipsist AIs who believe that everything but their own consciousnesses exists.",,5.47075731,-20.75923214,25606,36079,,48.8042947779405,2.81,-0.632290207994025,G5II,0.807
253,NUNKI,,,Sagittarii,"Sigma Sagittarii",cache,18,55,15.9265,-26,17,48.2068,4.9535299603,-0.4589644182,2.06,"B2.5 V","7.8 ± 0.2",,"Adorable blue star, all of its rocky worlds were planed down into cubes by a forgotten and fussy civilisation.",,18.92108797,-26.29659428,92855,175191,,68.7757909215956,2.05,-2.1371779673849,B2.5V,-0.134
254,NUSAKAN,,,"Coronae Borealis","Beta Coronae Borealis",cache,15,27,49.7308,29,6,20.53,4.0484170673,0.5079903446,3.7,"A9SrEuCr / ?",,,"Once a fabled treasure planet, its third world's service industries now employ many time-dilated adventurers.",,0.00025315,-19.49883745,2,224690,,45.662100456621,9.27,5.97222057420059,K3V,0.999
255,OKUL,,,Capricorni,"Pi Capricorni",cache,20,27,19.2,-18,12,42,5.3551937439,0.3178535456,5.08,B,,,"Binary system whose primary is the eye — now eternally watchful and unblinking — of a disgraced guardian demiurge.",,20.4553343,-18.21169433,100881,194636,,204.081632653061,5.08,-1.46901959985743,B4V,-0.049
256,"PAE CHAOU",,,Delphini,"Epsilon Delphini",cache,20,33,12.8,11,18,12,5.3809082615,0.1972803831,4.03,B6III," ",,"Giant star in an advanced state of maturation, with a bruised chromosphere and somewhat overripe spectrum.",,20.55354577,11.30333217,101421,195810,,110.01100110011,4.03,-1.17718058389016,B6III,-0.123
0,"PÁLIDA","δ Crucis",,Crucis,"Delta Crucis",cache,12,15,8.71673,-58,44,56.1369,,,2.79,B,,,"Shimmering and massless sphere of coherent photons, believed to be the “shadow” cast by a four-dimensional metastar.",,,,,,,,,,,
257,PEACOCK,,,Pavonis,"Alpha Pavonis",cache,20,25,38.85705,-56,44,6.323,5.3478965986,-0.9902141171,1.91,"B2 IV","6.3 ± 0.2",,"Binary orbited by a desolate world on which explorers found the fossilised remains of a NAAFI. See also: AVIOR.",,20.42745823,-56.73488071,100751,193924,,56.1797752808989,1.94,-1.80789998845553,B2IV,-0.118
258,"PENNAE CAUDALIS",,,Cygni,"Pi2 Cygni",cache,21,46,47.61,49,18,34.5,5.7019623047,0.860614582,4.23,B,,,"Elegant, pied star with beautiful plumage, home to a race of empiricists who are surprised each time it rises.",,21.77989052,49.30957480,107533,207330,,354.609929078014,4.23,-3.51875445840319,B3III,-0.120
259,PEREGRINI,,,Velorum,"Mu Velorum",cache,10,46,46.17877,-49,25,12.9244,2.8220649569,-0.862546198,2.69,"G5III + G2V",3.3,,"Near the intersection of seven major pilgrimage routes, this system is famed for its temples and fortifications.",,10.77947836,-49.42012517,52727,93497,,35.486160397445,2.69,-0.0602950561333118,"G5III SB",0.901
260,"THE PERSIAN",,,Indi,"Alpha Indi",cache,20,37,34.03201,-47,17,29.4026,5.3999055894,-0.8253923958,3.11,"K0 III-IV",2,,"K-giant cloaked in a dark nebula and what is held by many to be a somewhat too ostentatious air of mystery.",,20.62610824,-47.29166239,101772,196171,,31.0462589257994,3.11,0.649953624098457,K0III,0.998
261,PHACT,,,Columbae,"Alpha Columbae",cache,5,39,38.94103,-34,4,26.795,1.4819984127,-0.5947054043,2.645,"B7 IV",4.5,,"A-subgiant, home of Mens, a planet-sized computer from the second empire. It has been defragmenting for two cosmic years.",,5.66081665,-34.07404941,26634,37795,,82.2368421052632,2.65,-1.92533212531642,B7IV,-0.120
262,PHAD,,,"Ursae Majoris","Gamma Ursae Majoris",cache,11,53,49.84732,53,41,41.135,3.1146743911,0.9371503482,2.438,"A0 Ve",2.62,,"Home system of the Patterners, an order of demiurges responsible for attitudes, dispositions and trends.",,11.89715035,53.69473296,58001,103287,,25.6476019492177,2.41,0.364766175939929,"A0V SB",0.044
263,"PHERKAD MAJOR",,,"Ursae Minoris","Gamma Ursae Minoris",cache,15,20,43.71604,71,50,2.4596,4.0174363997,1.2537401038,3.05,"A3 Iab:",,,"Capital star of the least efficient stellar empire in history, whence the phrase ""completely Pherkad"".",,15.34548589,71.83397308,75097,137422,,147.275405007364,3.00,-2.84065112859749,A3II-III,0.058
264,"PHERKAD MINOR",,,"Ursae Minoris","11 Ursae Minoris",cache,15,17,5.89,71,49,26,4.0015956431,1.2535633427,5.024,K4III,"1.8 ± 0.25",,"K-giant, established as backup capital and audit mirror of the empire of PHERKAD MAJOR (q.v.).",,15.2849671,71.82387844,74793,136726,,119.4743130227,5.02,-0.3663727100337,K4III,1.369
265,PHORBACEUS,,,Ophiuchi,"72 Ophiuchi",cache,18,7,21.02,9,33,49.2,4.7444608598,0.1669174719,3.71,A,,,"Scene of an ancient atrocity, constellations in which it appears were expunged from the zodiacs of many worlds.",,18.12250574,09.56365345,88771,165777,,25.3807106598985,3.71,1.68748110912787,A4IVs,0.159
0,"PIAZZI'S FLYING STAR",,,Cygni,"61 Cygni","No coords",21,6,53.9434,38,44,57.898,,,5.5,K,,,"A pair of K-dwarfs tumbling through space at death-defying speeds (orbital period 670±30 Earth years).",,,,474,72,,142.857142857143,8.36,2.58549020007128,A0,0.247
0,"PLASKETT'S STAR",,,Monoceri,"HR 2422","No coords",6,37,24.0413,6,8,7.3719,,,6.06,O,,,"Alarming close pair of O-supergiants, the inhabitants of its solitary planet declare it to be ""God's own system"".",,6.62334524,06.13538051,31646,47129,,10000000,6.05,-8.95,O8e,0.018
266,PLEIONE,,,Tauri,"28 Tauri",cache,3,49,11.2161,24,8,12.163,1.0000166546,0.421265094,5.048,"B8IVpe ",3.4,,"Blue giant whose variability is due to a circumstellar gas disk, polar winds, a mild inferiority complex and tidal mumps.",,3.81977891,24.13682565,17851,23862,,118.764845605701,5.05,-0.323439542501753,B7p,-0.082
267,POLARIS,,,"Ursae Minoris","Alpha Ursae Minoris",cache,2,31,49.09,89,15,50.8,0.6624317182,1.5579526428,1.97,F,,,"Current lodestar of Earth, a grand star system whose many species are yet haunted by dreams of navigating apes.",,2.52974312,89.26413805,11767,8890,,132.275132275132,1.97,-3.63739102249397,"F7:Ib-IIv SB",0.636
268,"POLARIS AUSTRALIS",,,Octantis,"Sigma Octantis",cache,21,8,46.8,-88,57,23,5.5360971209,1.5525818768,5.42,"F0 III",,,"Earth's southern Pole Star, its insufficient wattage was condemned in the proceedings of the Lodestar Club.",,21.14611503,-88.95651120,104382,177482,,82.8500414250207,5.45,0.858536350486747,F0III,0.283
269,POLIS,,,Sagittarii,"Mu Sagittarii",cache,18,13,45.8,-21,3,32,4.7724428511,0.3675469479,3.84,B,,,"Quadruple system networked by the Skein and bustling with traffic, its inhabitants think orbits are for ""rubes"".",,18.2293913,-21.05883031,89341,166937,,9090.90909090909,3.84,-10.9530365742089,B2III:,0.195
270,POLLUX,,,Geminorum,"Beta Geminorum",cache,7,45,18.94987,28,1,34.316,2.0303233289,0.4891494474,1.15,"K0 III","2.04 ± 0.3",,"K-giant whose one planet has one moon with one mountain with one cave in which lives one creature, named Pollux.",,7.75537884,28.02631031,37826,62509,,10.3369857349597,1.16,1.08803041526218,K0IIIvar,0.991
271,PORRIMA,,,Virginis,"Gamma Virginis",cache,12,41,39.64344,-1,26,57.7421,3.3233718542,-0.0252963275,2.7,"F0 V/F0 V",,,"Home to the Time Ladies, demiurges charged with averting, or rendering instructive or amusing, causality paradoxes.",,12.69444503,-01.44952231,61941,110379,,11.8301194842068,2.74,2.37505434487826,F0V+...,0.368
272,PRAECIPUA,,,"Leonis Minoris","46 Leonis Minoris",cache,10,53,18.70487,34,12,53.5375,2.8506102604,0.5971621613,3.83,K0+III-IV,,,"K-subgiant at the fixed point of our Galaxy; a foldspace drive activated here will take you exactly nowhere.",,10.88851107,34.21556641,53229,94264,,29.940119760479,3.79,1.40873233405782,K0III-IV,1.040
0,"PRAJĀPATI",,,Aurigae,"Delta Aurigae",,5,59,31.63201,54,17,4.7703,,,3.715,"K0 III",,,"Golden orb by which light's realm and sky-vault are sustained. What demiurge shall we adore with our offering?",,,,,,,,,,,
273,"PRIMA STRUTHIONUM",,,Ceti,"Eta Ceti",cache,1,8,35.39148,-10,10,56.157,0.2992797139,-0.1777140641,3.446,"K1 III","1.0–1.4",,"Robust, peppery red giant with subtle tobacco and chocolate notes, an excellent complement to rare earths.",,1.14312879,-10.18192800,5364,6805,,36.0620266858997,3.46,0.674749347889309,K2III,1.161
274,"PRIMUS HYADUM",,,Tauri,"Gamma Tauri","No coords",4,19,47.6037,15,37,39.512,,,3.65,K,,,"K-giant, home to the oldest civilisation in the Hyades, an echinoderm race famed for poetry and lava-sculpting.",,4.32987052,15.62770031,20205,27371,,47.2366556447803,3.65,0.278604290097061,G8III,0.981
275,PRINCEPS,,,Boötis,"Delta Boötis",cache,15,15,30.16295,33,18,53.3926,3.9946341756,0.5814534955,3.5,"G8 III",,,"Rare example of a purple dwarf, a volatile star with high-energy emissions over a wide range of musical genres.",,15.25836216,33.31510222,74666,135722,,35.7909806728704,3.46,0.691132008890816,G8III,0.961
276,PROCYON,,,"Canis Minoris","Alpha Canis Minoris",cache,7,39,18.1195,5,13,29.9552,2.0040830039,0.0911932362,0.34,"F5 IV–V","1.42 ± 0.04",,"F-subgiant, its white dwarf companion is host to a dragon colony that migrated from SOL in the distant past.",,7.65514946,05.22750767,37279,61421,,3.49735949358235,0.40,2.68129862133236,F5IV-V,0.432
0,"PRZYBYLSKI'S STAR",,,Centauri,"HD 101065","No coords",11,37,37.0405,-46,42,34.8768,,,8.01,B5p,,,"Blue dwarf with a peculiar spectrum showing an almost complete absence of vowels.",,11.6269669,-46.70977192,56709,101065,,125.786163522013,8.02,2.52183564328235,B5,0.757
277,PULCHERRIMA,,,Boötis,"Epsilon Boötis",cache,14,44,59.21746,27,4,27.2099,3.8614840621,0.4725343682,2.37,"K0 II-III",4.6,,"Beautiful if narcissistic binary pair, a white sphere and an orange, tidally locked in mutual adoration.",,14.74979191,27.07417383,72105,129988,,64.3086816720257,2.35,-1.69134803318572,A0,0.966
278,"QUARTA STRUTHIONUM",,,Ceti,"Zeta Ceti","No coords",1,51,28,-10,20,6,,,3.9,K,,,"K-giant whose desert planet was colonised by a hominid species expert at believing their own legal fictions.",,1.85766961,-10.33494526,8645,11353,,79.428117553614,3.74,-0.759871349460687,K2III,1.136
279,"QUINTA STRUTHIONUM",,,Ceti,"Upsilon Ceti",cache,2,0,0.31,-21,4,40,0.5236213194,0.3678766212,3.99,K,,,"Red giant orbited by a strange megastructure thought by scholars to be a prison, hospital, ship or resort.",,2.00006244,-21.07777193,9347,12274,,92.2509225092251,3.99,-0.834853588988159,K5/M0III,1.554
280,RANA,,,Eridani,"Delta Eridani",cache,3,43,14.9,-9,45,48.2,0.9741046166,-0.1704032823,3.54,"K0 IV","1.33 ± 0.07",,"K-subgiant with planetary companion bearing biosphere spectral fingerprint BRKE7E7E7E7 (""swamp planet"")",,3.72082113,-09.76519868,17378,23249,,9.04322662325918,3.52,3.73838292801359,K0IV,0.915
281,"RAS ALGETHI",,,Herculis,"Alpha Herculis",cache,17,14,38.8,14,23,25,4.514497732,0.2511577275,3,"M5IIvar / (G5III+F2V)","2.15 ± 0.22",,"Home to a planet-wide sentient ocean whose enigmatic signals are now thought to mean: ""HELP, I CAN'T GET UP"".",,17.24412845,14.39025314,84345,156014,,117.233294255569,2.78,-2.56525484416239,M5IIvar,1.164
282,"RAS ALHAGUE",,,Ophiuchi,"Alpha Ophiuchi",cache,17,34,56.06945,12,33,36.1346,4.6030200645,0.2192140066,2.1,"A5 III",2.40{{+-,,"White star, site of the Court of Relativity, with jurisdiction over spacelike precedence and looped successions.",,17.58222354,12.56057584,86032,159561,,14.3184421534937,2.08,1.30052115348757,A5III,0.155
283,"RAS ELASED AUSTRALIS",,,Leonis,"Epsilon Leonis",cache,9,45,51.0733,23,46,27.3208,2.5562581862,0.4149390405,2.98,"G1 II",4.01,,"Prosperous system which punishes any migrants whose desperation reminds the inhabitants how lucky they are.",,9.76419511,23.77427792,47908,84441,,76.8639508070715,2.97,-1.45861351719207,G0II,0.808
284,"RAS ELASED BOREALIS",,,Leonis,"Mu Leonis","No coords",9,52,45,26,0,23,,,4.1,K,,,"Whiter-than-white star, a projection of the dreams of the ruling caste of RAS ELASED AUSTRALIS (q.v.)",,9.87943268,26.00708498,48455,85503,,40.7830342577488,3.88,0.827602329231887,K0III,1.222
285,RASTABAN,,,Draconis,"Beta Draconis",cache,17,30,25.9617,52,18,4.9993,4.5833772746,0.9128314361,2.79,"G2 Ib–IIa","6.0 ± 0.2",,"Location of Yll's homeworld, devasted by dragons in her youth, an event which triggered her scientific career.",,17.5072158,52.30135901,85670,159181,,110.864745011086,2.79,-2.43396731229029,G2II,0.954
286,REGOR,,,Velorum,"Gamma Velorum",cache,8,9,31.95013,-47,20,11.7108,2.1359884896,-0.8261792882,1.78,O,9/30,,"Vast Wolf-Rayet star orbiting a hot O-dwarf, emitting gas clouds said to haunted by the ghosts of ancient astronauts.",,8.15887648,-47.33661177,39953,68273,,257.731958762887,1.75,-5.30584137202896,"WC8 + O9I",-0.145
287,REGULUS,,,Leonis,"Alpha Leonis","No coords",10,8,17,11,59,0,,,1.35,B,,,"Lost quadruple system, its final message: ""OH SUITCASES FULL OF BLUE PUPPETS, SAVE US FROM THE PLIGHT OF LITTLE KING!""",,10.13957205,11.96719513,49669,87901,,23.7586124970302,1.36,-0.519105371259887,B7V,-0.087
288,"REVENANTE OF THE SWAN",,,Cygni,"P Cygni",cache,20,17,47.2018,38,1,58.549,5.313596861,0.6637998575,4.795,B1Ia+,30,,"Distant, undead star, a haggard giant, brightening in visible frequencies as it dims in the ultraviolet.",,20.29644567,38.03294710,100044,193237,,1923.07692307692,4.77,-6.649983281826,B2pe,0.377
289,RIGEL,,,Orionis,"Beta Orionis",cache,5,14,32.2721,-8,12,5.8981,1.3724303562,-0.1431455935,0.12,"B8 Ia",18,,"Blue supergiant, gateway to Orion. Famous as the home system of a band of legendary AI warriors, the Rigel Ro-Friends.",,5.24229756,-08.20163919,24436,34085,,236.96682464455,0.18,-6.69343774519163,B8Ia,-0.030
290,"RIGIL KENTAURUS",,,Centauri,"Alpha Centauri",cache,14,39,36.4951,-60,50,2.308,3.8380150298,-1.0617531511,-0.27,"G2 V",1.1,,"Triple system inhabited by centaurs, the coincidence of names being a race-memory of their brief visit to SOL.",,14.66136068,-60.83514707,71683,128620,,1.34749097181049,-0.01,4.34237067952252,G2V,0.710
291,"RIJL AL AWWA",,,Virginis,"Mu Virginis",cache,14,43,3.6,-5,39,30,3.8530761232,0.0987565468,3.87,F,,,"F-dwarf, its second planet home to an urbane species of pack predator who melodiously call to multiple moons.",,14.71765618,-05.65742910,71957,129502,,18.677624206201,3.87,2.51339183425457,F2III,0.385
292,ROTANEV,,,Delphini,"Beta Delphini",cache,20,37,32.9413,14,35,42.3195,5.3998262707,0.2547323533,3.6,"F5 III + F5 IV","1.75 ± 0.002",,"F-binary pair, astronomer Niccolò Cacciatore gave it the reversed Latin form of his own surname. See also: SUALOCIN.",,20.62579715,14.59520289,101769,196524,,29.8596595998806,3.64,1.26457573769933,F5IV,0.425
293,RUCHBA,,,Cygni,"Omega2 Cygni",cache,20,31,18.8163,49,13,13.07,5.3671449703,0.8543660346,5.44,M,,,"M-A binary. A probe launched from this system into a nearby flexure point of the galactic animal caused the Great Voidquake.",,20.50098104,48.95155039,101138,195556,,266.666666666667,4.94,-2.1898436613614,B2.5IV,-0.087
294,RUCHBAH,,,Cassiopeiae,"Delta Cassiopeiae",cache,1,25,48.95147,60,14,7.0225,0.3744423174,1.0513040322,2.68,A5III-IVv,2.5,,"Bright young giant star which has exhausted both its supplies of hydrogen and its parent cluster's patience.",,1.43016751,60.23540347,6686,8538,,30.4785126485827,2.66,0.240031151930239,"A5Vv SB",0.160
295,"RUKBALGETHI GENUBI",,,Herculis,"Theta Herculis",cache,17,56,15.1805,37,15,1.941,4.696039645,0.6501445566,3.851,K1IIaCN,6.5,,"The ""Southern Knee"", at war with RUKBALGETHI SHEMALI (q.v.) following a disputed refereeing decision.",,17.93754959,37.25052158,87808,163770,,205.338809034908,3.86,-2.70235519392683,K1IIvar,1.350
296,"RUKBALGETHI SHEMALI",,,Herculis,"Tau Herculis",cache,16,19,44.4368,46,18,48.119,4.2749248795,0.8083207312,3.89,"B5 IV",4.9,,"The ""Northern Knee"", at war with RUKBALGETHI GENUBI (q.v.) Sadly, the recent truce may only be halftime.",,16.3290133,46.31327084,79992,147394,,96.4320154291225,3.91,-1.0111062180548,B5IV,-0.151
297,RUKBAT,,,Sagittarii,"Alpha Sagittarii",cache,19,23,53.17483,-40,36,57.3705,5.0784117829,-0.7088818163,3.97,"B8 V",,,"B-dwarf, home to the Thieves' Planet, a place of sound ethical values ever since they stole another species' mores.",,19.3980976,-40.61564629,95347,181869,,52.0833333333333,3.96,0.376506143517748,B8V,-0.105
298,RUKH,,,Cygni,"Delta Cygni",cache,19,44,58.47854,45,7,50.9161,5.1704272653,0.7876812291,2.87,"B9 III + F1 V",2.6,,"The Parliament of Rukh is one of the Galaxy's oldest anarchies. Its chief exports are political theorists and assassins.",,19.74956725,45.13069195,97165,186882,,52.4383848977452,2.86,-0.738246534769972,B9.5III,-0.002
299,"THE RUNAWAY STAR",,,"Ursae Majoris","Groombridge 1830",cache,11,52,58.7691,37,43,7.239,3.1109598781,0.6583151119,6.44,G8Vp,0.661,,"G-dwarf with apparently high proper motion, caught on a void snag while the Galaxy streams around it.",,11.8821712,37.73280827,57939,103095,,9.15667063455728,6.42,6.61131203552392,G8Vp,0.754
300,RUTICULUS,,,Herculis,"Zeta Herculis",cache,16,41,17.16104,31,36,9.7873,4.3689344392,0.5515714938,2.81,"F9 IV + G7 V","1.45 ± 0.01",,"Binary system, home to a transcended race who tired of aloof godhood and went ""from the sublime to the Ruticulus"".",,16.68818808,31.60188695,81693,150680,,10.7956385620209,2.81,2.64375832025689,F9IV,0.650
301,SABIK,,,Ophiuchi,"Eta Ophiuchi",cache,17,10,22.68689,-15,43,29.6639,4.4958726611,-0.2744513954,2.43,"A1 V + A3 V",2.966,,"White binary pair in a highly eccentric orbit which gives both members a little space every now and then.",,17.17296177,-15.72514757,84012,155125,,25.7931390250193,2.43,0.37247900503605,A2.5Va,0.059
302,SADACHBIA,,,Aquarii,"Gamma Aquarii",cache,22,21,39.37542,-1,23,14.4031,5.8540797787,-0.0242135495,3.849,"A0 V"," ",,"A-dwarf, current resting place of the Tabernacle, a demountable shrine the size of a small planet.",,22.36091665,-01.38735315,110395,212061,,48.3792936623125,3.86,0.436702383136442,A0V,-0.057
303,SADALBARI,,,Pegasi,"Mu Pegasi","No coords",22,50,0.19315,24,36,5.6984,,,3.5,G,,,"Appearing as twin stars 200 ly apart, this yellow giant was being translocated through a wormhole and got stuck.",,,,,,,,,,,
304,SADALMELIK,,,Aquarii,"Alpha Aquarii",cache,22,5,47.03593,0,19,11.4568,5.7848236966,-0.0055824201,2.942,"G2 Ib","6.5 ± 0.3",,"Vast golden supergiant, the inhabitants of its five worlds find the light of other suns to be sickly by comparison.",,22.09639591,-00.31982656,109074,209750,,232.558139534884,2.95,-3.88265772210207,G2Ib,0.969
305,SADALPHERETZ,,,Pegasi,"Lambda Pegasi",cache,22,46,31.87786,23,33,56.3561,5.962617619,0.4112982609,3.96,G8II-III,"~1,5",,"Yellow giant which was displaced from its station by SADALBARI and then sold its naming rights to a local wizard.",,22.77551177,23.56567939,112440,215665,,121.065375302663,3.97,-1.44509976339809,G8II-III,1.070
306,SADALSUUD,,,Aquarii,"Beta Aquarii",cache,21,31,33.53171,-5,34,16.232,5.6354886556,-0.0972353567,2.87,"G0 Ib","6.0–6.5",,"Not just a lucky star, but the luckiest, this G-type giant has a wide Goldilocks zone and a winning personality.",,21.52597796,-05.57115593,106278,204867,,187.617260787993,2.90,-3.46636395486714,G0Ib,0.828
307,SADIRA,,,Eridani,"Epsilon Eridani",cache,3,32,55.84496,-9,27,29.7312,0.9290856637,-0.1650777552,3.736,K2V,"0.82 ± 0.02",,"Small, K-class star, a near neighbour of SOL, surrounded by belts of asteroids that never quite got it together.",,3.549006,-09.45830584,16537,22049,,3.21802091713596,3.72,6.18205568656841,K2V,0.881
308,SADR,,,Cygni,"Gamma Cygni",cache,20,22,13.70184,40,15,24.045,5.3329772908,0.7026115974,2.24,"F8 Iab","12.11 ± 0.71",,"Syrupy, aromatic yellow supergiant with mucilaginous flesh and a chewy nougat core.",,20.37047223,40.25668150,100453,194093,,467.289719626168,2.23,-6.11793113325404,F8Ib,0.673
309,SAIPH,,,Orionis,"Kappa Orionis",cache,5,47,45.38884,-9,40,10.5777,1.5173738957,-0.1687664432,2.05,"B0.5 Iab:","15.50 ± 1.25",,"B-giant in the Orion supernova factory, site of an environmental dispute between demiurges and preservationists.",,5.79594109,-09.66960186,27366,38771,,221.238938053097,2.07,-4.65430782594309,B0.5Iavar,-0.168
310,SALM,,,Pegasi,"Tau Pegasi","No coords",23,20,38.2,23,44,25,,,4.1,A,,,"Bland white star whose spectrum will put most biological sophonts into a light coma. AI pilots are essential.",,23.34395088,23.74035920,115250,220061,,51.2820512820513,4.58,1.03017305681259,A5V,0.180
311,SARGAS,,,Scorpii,"Theta Scorpii",cache,17,37,19.12985,-42,59,52.1808,4.6134237103,-0.7504536698,1.86,"F0 II","5.66 ± 0.65",,"Evolved yellow giant at a still point in the Galaxy, surrounded by a cloud of odd socks, pens and minor pop deities.",,17.62197938,-42.99782155,86228,159532,,83.4028356964137,1.86,-2.74590408450576,F1II,0.406
312,SARIN,,,Herculis,"Delta Herculis",cache,17,15,1.9106,24,50,21.135,4.5161783823,0.4335258963,3.126,A3IV,2.4,,"An A-giant and F-dwarf in a tight orbit, in turn orbited by a yellow dwarf that feels like a bit of a third wheel.",,17.25053449,24.83958739,84379,156164,,24.0673886883273,3.12,1.21285514060065,"A3IVv SB",0.080
313,SARIR,,,"Ursae Majoris","Theta Ursae Majoris",cache,9,32,51.4339,51,40,38.2811,2.4995612091,0.9019390389,3.166,"F6 IV",1.41,,"F-subgiant, its fourth planet is a rare example of a glass giant, a great orb refracting the constellations.",,9.54786812,51.67860208,46853,82328,,13.4861766689144,3.17,2.520555776822,F6IV,0.475
314,SASIN,,,Leporis,"Epsilon Leporis",cache,5,5,27.66537,-22,22,15.7239,1.3328254371,-0.3904482076,3.166,"K4 III","1.70 ± 0.19",,"Young, jumped-up K-giant, with a feisty emission spectrum and a rotational speed well above its station.",,5.09101447,-22.37085673,23685,32887,,69.4927032661571,3.19,-1.01969603031697,K4III,1.460
315,SCEPTRUM,,,Eridani,"53 Eridani","No coords",4,38,10.8,-14,18,14,,,3.87,K,,,"K-class dwarf of the House of Hohenzollern, sometime capital of the Holy Roman Stellar Empire.",,4.63635303,-14.30358700,21594,29503,,33.5120643431635,3.86,1.23399409400316,K1III,1.082
316,SCHEAT,,,Pegasi,"Beta Pegasi",cache,23,3,46.45746,28,4,58.0336,6.0378543706,0.4901370982,2.42,"M2.3 II-III",2.1,,"Festive red giant with a cheerful atmosphere compared to most stars of that class, garlanded with ribbons of ejected gas.",,23.06287038,28.08245462,113881,217906,,61.0873549175321,2.44,-1.48975660294029,M2II-IIIvar,1.655
